taxnumberprovider,feature_vector,Cluster
96.665.360-4,"19 5 cortinas roller 2,70 x 1,50 mts 10 cortinas roller ancho 90 cm. x largo 120 cm.

 36 1 cortina

modelo roller duo (doble pano) color beige, 
gris claro, blanco o blanco invierno.
las medidas deben estar en el siguiente 
rango:
ancho 1.8 a 2.0 metro
largo 1.3 a 2.20 metro 95 
se requiere adquirir cortinas roller (2 panos simples y 2 black out) 12 cortina roller blackout duo de color beige textura 135cm x 160cm  44 2 cortinas color crudo medidas
alto 1.20 metros
ancho 2.12 metros 
 46 se cotiza lo solicitado en adjunto
entrega 3 dias habil
contacto claudia rios
+56963360036
crios@meriggi.cl
 24 cortinas roller duo segun caracteristicas y medidas indicadas en 
 solicitud de cotizacion adjunta. 33 cortina roller color blanco blackout 250 cm de ancho/ minimo de 90 cm de largo.  24 corftinas roller para cesfam colon, diferentes medidas de acuerdo a archivo adjunto",19
76.338.113-7,"33 mancuernas neopreno 2kilos 22 caja plastica de 60x90 x20 cm alto  ( medidas aproximadas, con tapa y pestana de bloque) 36 agua mineral de 500ml con gas (equivalente a cachantun) 33 mancuernas neopreno 1 kilo 35 parlantes para computador de escritorio, favor cotizar similares a la imagen adjuntada. 36 jugos cajita de 190 ml con bombilla sabores surtidos marca livian  o vivo  24 sillas de escritorio ergonomicas, ajustables, acolchadas y giratorias / proveedor debe adjuntar patente municipal 2023 vigente e indicar plazo de entrega de producto. 39 botellla agua 600cc vital, 100 con gas y 300 sin gas (especificaciones tecnicas en documento adjunto) 37 despacho en 24 horas  22 letreros de piso humedo",14
77.024.515-K,"74 el servicio requerido contempla: instalacion de 1 punto de red con toda su canalizacion; parcheo del cableado en patch panel (existente); proporcionar user y patch cord respectivo y certificacion del punto de red. (ver adjunto) 38 cotizacion por el suministro de camaras, xvr y luminarias, instalacion y configuracion. 43 servicio de mantencion adquisicion e instalacion fuentes de poder para radio de comunicacion departamento de salud nacimiento, segun detalle adjunto. 34 servicio de mantenimiento preventivo y correctivo conforme a requerimiento adjunto (se debe adjuntar cotizacion detallada en especificacion tecnica, cantidad y valores). 14 servicio de instalacion puntos de red. segun especificaciones tecnicas. 41 revisar archivo adjunto 36 adquisicion de sistema de camaras de vigilancia 95 se requiere habilitar 2 antenas de tipo profesional para iluminar dependencias del liceo san pedro con senal wifi, estas dependencias cuenta con muros de concretos anchos por lo que se requiere que las antenas sean pro por su alcance y no tenga una baja de senal. se adjunta requerimiento y especificaciones tecnicas, revisar documento
 38 mantencion plotter ts520 14 cotizacion en base a las especificaciones tecnicas.",17
77.425.928-7,"61 solucion para lavado, descontaminacion e hidratacion   de heridas, elimina biofilm. contiene betaina 0.3 %, biguanida 0.02%, (phmb) fco 500 ml spray, entrega en 48 horas, precio por ml 23.8 pesos + iva. nawa medical  alemania comercial@eurosalud.cl 10 solucion para lavado, descontaminacion e hidratacion   de heridas, elimina biofilm. contiene betaina 0.3 %, biguanida 0.02%, (phmb) fco 500 ml spray, entrega en 72horas, precio por ml 23.8 pesos + iva. nawa medical  alemania comercial@eurosalud.cl 10 solucion para el lavado de heridas 350 ml (prontosan) (ref: 400591) 37 aparatos de presion arterial igual a omron 23 equipo toma presion digital con brazalete adulto y pediatrico , segun especificaciones tecnicas  16 gel polihexanida betaina  10 solucion para el lavado de heridas 350 ml (prontosan) (ref: 400591)                                                                                   
 10 toma de presion similar a modelo ""omron 7120""
debe incluir como minimo:
-equipo
-brazalete
-pilas alcalinas
-manual intrucciones.

adjuntar anexo empresa( no se evalua oferta sin este documento adjunto)

 32 solucion para lavado, descontaminacion e hidratacion   de heridas, contiene betaina, polixehanida  (phmb) fco 500 ml, alternativo prontosan, precio por ml 23.8 pesos + iva. /nawa medical alemania/ iso 13485 comercial@eurosalud.cl 26 tensiometro de brazo tipo omron hem-7130",6
13.112.899-1,"48 step aerobico de 2 niveles 48 tunel psicomotricidad  36 equipamiento para taller de tenis de mesa, segun requerimiento adjunto. 90 colchoneta plegable, segun especificaciones en documento adjunto 24 
adquisicion de colchonetas para jardin infantil andres aylwin, financimiento junji (adjuntra cotizacion detallada ) 48 entrega 7 dias 
despacho sin costos  42 piscina con pelotas plasticas  10 cunas terapeuticas 30 3      mesas de ping pong profesional con red
 27 colchonetas de colores para ninos segun archivo adjunto ",14
14.387.038-3,"67 1 toner hp original w1330x - solo original - 15.000 copias

 10 catridge cl 211 canon color cod int $6620299$ud 31 mouse pad color negro.- 10 catridge hp 122 negro $6620429$ud 31 insumos originales, garantizados servicio pos-venta, despacho una vez enviada orden de compra. tiempo de entrega hasta el cliente, maximo 4 dias 16 tambor impresora modelo brother dr-1060 (tipo/similar) 39 insumos originales, garantizados servicio pos-venta, despacho una vez enviada orden de compra. tiempo de entrega hasta el cliente, maximo 3 dias 33 insumos alternativo, garantizados servicio pos-venta, despacho una vez enviada orden de compra. tiempo de entrega hasta el cliente, maximo 2 dias    heinsohn hernandez 983606095 13 toner brother dcp l565odn, original. 38 tinta epson 544 color cyan, de preferencia original",12
77.827.520-1,"19 08 sillas de escritorio negras giratorias con cabezal  22 silla de escritorio segun especificaciones 10 silla ergonomica 46 compra de  sillones  ejecutivos respaldo    alto /medio  cuerina color  negro   con apoya brazos  19 16 sillas de escritorio negras giratorias sin cabezal 24 adquisicion de silla gerencia nova 3, respaldo alto: 67x66x118, necesarias para call center (of. calidad de servicio), segun imagen de referencia 24 sillon ejecutivo 10 sillas ergonomicas con brazo regulable  27 silla  recomendada para uso en escritorio y areas operativas, respaldo alto de malla, con  brazos regulables, con una base cromada super resistente y mecanismo reclinable, el que permite regular el angulo del respaldo,
medidas: 
alto total: 96 -104 cm
alto asiento: 45 - 53 cm
ancho total: 64 cm
ancho asiento: 48 cm
profundidad total: 68 cm
profundidad asiento: 47 cm
respaldo reclinable: si
nivelacion de altura: si
apoya brazos regulables
requiere armado, se entregan y despachan en kit  19 silla ergonomica",11
76.570.373-5,"13 vendaje neuromuscular, color verde, en rollo de 5 cms x 5 mts. indicar fecha de entrega. cotizar con despacho incluido. adjuntar imagen de producto ofertado. 38 electro estimulador equivalente a twin swin iv (tens, ems), de acuerdo a modelo y caracteristicas tecnicas en anexos adjuntos. 10 tens segun especificaciones tecnicas  76 biciclate con sistema de transmision de resistencia magnetica. 
8 niveles de resistencia 
frenos magneticos
sensor frecuencia cardiaca 
monitor lcd
asiento y pedales ajustables
pesos maximo 110kg 13 medida: 5 mts x 5cm
* marca: physiotape pro
* colores variados: a eleccion 13 vendaje neuromuscular, color naranjo, en rollo de 5 cms x 5 mts. indicar fecha de entrega. cotizar con despacho incluido. adjuntar imagen de producto ofertado. 22 se requieren dispositivo que combine tens, ems y masaje de pulso, 3 en 1 de acuerdo a eett adjuntas 13 vendaje neuromuscular, color celeste, en rollo de 5 cms x 5 mts. indicar fecha de entrega. cotizar con despacho incluido. adjuntar imagen de producto ofertado. 39 set de loop bands en 4 resistencias marca sanctband.
productos de alta calidad y de resistencia progresiva.
? ideal para tonificacion corporal, el fortalecimiento muscular,
pilates y entrenamiento de cardio
? bucle continuo: 33cm plano largo x 5cms ancho 48 equipo de estimulacionelectrica de total portabilidad, digital.",17
76.758.693-0,"10 electrodo desechable pediatrico
 10 303-0090	tejido tubular 5 -6 cm
 10 gel electrocardiograma prsentacion bidon 5 litros con dispensador. 10 placa retorno de paciente valleylab (similar o equivalente) 10 20-222-300-020-00 tubo endotraqueal con balon baja presion no 6.5mm  33 conector venoso pediatrico con llave 7 - 10 cms. 27 aerocamara bivalvulada adulto.
valor incluye despacho a sar alemania: baviera #302, angol. 61 favor cotizar solo si tienen stock para despacho inmediato. adjuntar foto y especificaciones tecnicas. favor adjuntar telefono y/o correo de contacto  10 20-225-200-008-00 aposito de hidrocoloide impermeable 10x10 cm 10 tejidos tubular medidas solicitadas, marca bastos origen portugal  despacho inmediato luego de recepcionada la oc, stock disponible peso aproximado: 400 gr/m2  rollo 25 mts embalado individualmente medidas: 5 cm, 6 cm, 8 cm, 10 cm, 12 cm, 15 cm y
20 cm.",18
76.307.901-5,"61 contenedor desechable similar a clarmed caja plastica grande eliminacion de cortopunzante 5 lt unidad (3001392) 32 contenedores o basureros con tapa de 60 litros color azul, de medidas 70x42x42 centimetros. se adjunta imagen referencial  12 contenedor basura 120 litros con pedal color azul o verde
ver imagen referencial de adjunto. 43 contenedor de 120 lts marca ese, fabricado en alemania 
plazo de entrega: 7 dias
www.creatividadpositiva.cl  40 basurero de 120 litros reciclado de color verde 55 contenedor de basura con tapa 360 litros 61 contenedor desechable similar a clarmed caja plastica mediana eliminacion de cortopunzante 3 lt unidad (3001391) 12 lutocars/ contenedor de basura  660 litros  con tapa y ruedas.
ver imagen referencial de adjunto. 10 contenedor de 40 lts con pedal,  color rojo, marca cm
plazo de entrega: 2 dias
www.creatividadpositiva.cl  43 basurero de 12o litros con rueda y tapa color verde",11
76.934.791-7,"27 botella de tinta epson t544320-al magenta original, no se aceptaran recargados, alternativos u fabricados por terceros, solo los originales de la empresa epson. 23 se cotiza toner original ricoh, de acuerdo con lo solicitado. 26 toner para el mismo modelo de la impresora cotizada (equivalente a im 430) 27 impresora epson l3250 28 toner cyan tk-5282c rendimiento 11,000 copias. 27 toner tinta yellow impresora ricoh modelo im c300f 21 se cotizan suministros originales canon, de acuerdo con lo solicitado. 27 toner mpc 2503h color amarillo 27 se cotizan tintas originales epson. incluye despacho sin costo. plazo de entrega: 5 a 6 dias habiles. 25 impresora equivalente a multifuncional brother tinta continua mfc-t4500dw",3
77.171.381-5,"34 perfume similar a adidas edt. 100 ml. ice dive 41 router n 450 tl-wr940n o similar, segun especificaciones adjuntas.  34 esponja amarilla multiuso 34 cloro gel clorox 900 ml  25 esponja acanalada 31 agua mineral sin gas envase 500 cc 32 papas prefritas  31 jugo individual bombillin de  190 ml de sabor manzana 25 se cotiza totalidad de materiales de aseo solicitados, plazo de entrega 3 dias habiles desde emitida la oc, sin costo de desapcho hasta las dependencias indicadas por el cliente. 34 set estudiante 2 tijeras mas navajin similar a rotger",16
77.669.365-0,"41 bandeja portapapeles 2 niveles para escritorio 41 cajas acco clips metalicos 41 plazo de entrega 1 dia, despacho gratuito 41 paquetes de lomo de archivadores color celeste 41 destacadores 39 corcheteras 17 lapiz grafito  21 corchetes 24/6, caja de 1000 unidades 41 cajas de clips 41 plazo de entrega 2 dias, despacho gratuito",0
76.191.658-0,"12 escaleras de coordinacion 36 balon balonmano (handball) modelo ndeg1700 de cuero.
segun documento adjunto item 3 36 banda elastica tubular espalda medium 2080 x 4.5 x 3.2 cm color morado. tipo muuk o equivalente 16 bajar anexo 12 60 balones de futbol no4 marca train (favor cotizar productos de acuerdo al archivo adjunto). 12 balones de futbol ndeg 5 con las siguientes caracteristicas: cuero sintetico de alta calidad exterior de poliuretano barnizado (mayor resistencia al roce)  confeccionado en 5 capas interior que cumpla con todas las reglas fifa tamano oficial  color blancos con vivos  negros. 12 elasticos de demarcacion canchas fluor en rollos de 50 metros  39 balon de voleibol molten iniciacion 1700 - school ultraliviana ndeg5 35 balon de basquetbol ndeg 5, goma alta resistencia, buen agarre similar a molten 12 conos pack de 10 und",28
8.360.380-1,"10 especificaciones de productos ofertados
                                                               1080089-74-cot23
2.-banderas chilenas 
 medidas:1.40 x 2.10 mts
tela: trevira poliester fina bistrech 
100% poliester resistentes  luz solar y lluvia
te 10 bandera intitucional reforzada en biestrech, con huincha en vaina y cinco costuras, argollas inoxidables soldadas. bordadas por ambas caras entrega en punta arenas medidas 1.7 x 2.55 mts. 29 bandera chilena de genero tela reforzada de 200x300 (buena calidad) 32 especificaciones de productos ofertados
3225-34-cot23
7.-gallardete de mando en tierra
 medidas: 0.40x0.60 mts
tela: trevira poliester fina bistrech 
100% poliester resistentes  luz solar y lluvia
tela de buena calidad  para banderas 
estrella : en aplica 34 bandera de 1,20 x 0,80 con
logo unidad  31 pabellon nacional 1.28 x 0.85 mts, segun anexo tecnico 35 bandera nacional de chile, dimensiones 3x2 mts. confeccionada en tela bistrech, punta reforzadas con argollas de acero 34 especificaciones de productos ofertados
                                                     3446-40-cot23

1.-gallardete de mando triangular
 medidas: 0.80x1.20 cms tringular
tela: trevira poliester fina para banderas
colores institucionales
logo :2 apli 34 bandera chilena, medidas 2x1 mts confeccionada con telas compuestas de tela trevira de fibra poliester 100%, argollas metalicas cromadas cada 30mm, exhaustivo control de calidad y terminaciones, con proteccion uv, estrellas aplicadas por ambas caras (festoneada), refuerzos especiales en las puntas y la vaina, hilos industriales de costuras de poliamida especialmente seleccionados de alta resistencia, huincha, asta o vaina de cinta 30mm, costura reforzada, triple costura perimetral. 29 bandera de la comuna de futrono de genero tela reforzada de 140x210 (buena calidad)",21
76.774.049-2,"42 pano absorvente multiuso, celulosa, paquete de 6 unidades 42 trapero reutilizable desinfectante, medida 40 x 60 cms., paquete de 10 unidades 42 entrega recibida orden de compra 
encuentra en casvi la solucion a tus requerimientos inmediatos 
 10 escobillas de una plastica   20-070-353-651-00

 10 archivador ancho oficio burdeo 82 trapero humedo desinfectante virutex 10 -	limpiador desengrasante en crema similar a cif.
-	formato 750 ml o similar.
adjuntar obligatoriamente imagen o ficha tecnica del producto ofertado.
 44 bolsa de basura 50 x 70 por 10 unidades 41 desinfectantes en spray tipo lysoform o similar 41 entrega recibida orden de compra 
encuentra en casvi la solucion a tus requerimientos inmediatos ",0
90.844.000-5,"16 bloqueador solar factor 50 de 120 ml, se adjunta archivo. 10 mascarilla quirurgica de tres pliegues con elastico.  16 5000 unid. mascarilla 5 capas desechable kn95
fecha de vencimiento superior a 24 meses, adjuntar registro fotografico y certificado de registro isp. 
""los despachos seran parcializados si el proveedor tiene problemas de stock, pero el proveedor debe contactarse con la compradora para indicar el motivo del despacho parcializado, de lo contrario la compra sera devuelta por no contar con el despacho completo""
 55 guantes hyflex talla 6 10 extintores, de acuerdo a archivo adjunto 40 guantes multiflex cut 5 talla s, de adjunta ficha  22 se adjunta cotizacion formal y ficha tecnica
contacto: marcela veliz - fono 22 351 53 96 14 se adjunta fichas tecnicas
contacto: marcela veliz - fono 22 351 96 55 mascarillas kn95 62 stock entrega inmediata, 
despacho sin costo adicional 

consultas - maritza soto 997533680",1
